path,index_path,value_path,index_shape,value_shape,index_dtype,value_dtype,index_len,gotthard_master_len,sample_ratio_vs_gotthard,matched_gotthard_trains,match_fraction_of_gotthard,exact_gotthard_order,time_resolution,sample_n,finite_n,finite_fraction,min,p01,median,p99,max,unique_n_sample
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.INT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.INT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.BIT5,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.BIT5/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.BIT5/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.INT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.INT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DOT.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,37.0,37.0,37.0,37.0,37.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/GASID,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/GASID/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/GASID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRI.NUM,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRI.NUM/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRI.NUM/value,"(224,)","(224,)",uint32,float32,224,4330,0.051732101616628175,204,0.047113163972286376,0,sparse_train_indexed_monitor,224,224,1.0,1.2500000146076218e-08,1.2600000154350255e-08,1.2600000154350255e-08,1.2800000170898329e-08,1.2800000170898329e-08,4
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRS.NUM,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRS.NUM/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/PRS.NUM/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/VAP,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/VAP/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/VAP/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,512.0,512.0,512.0,512.0,512.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.COMPAT.ID,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.COMPAT.ID/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.COMPAT.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.TYPE.ID,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.TYPE.ID/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.OPIS/GAS.TYPE.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF1 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF2 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF3 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF4 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/PEF5 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/prompt position,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/prompt position/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 analysis/prompt position/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/MCP HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/MCP HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/MCP HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret nominal set,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret nominal set/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF1 voltages/Ret nominal set/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF1 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF2 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF3 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF4 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/PEF5 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/prompt position,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/prompt position/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 analysis/prompt position/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/MCP HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/MCP HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/MCP HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret nominal set,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret nominal set/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF2 voltages/Ret nominal set/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF1 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF2 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF3 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF4 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/PEF5 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/prompt position,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/prompt position/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 analysis/prompt position/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/MCP HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/MCP HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/MCP HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
